game,platform,genre,release_date,metascore,genre_code_RAWG,months_from_release
Warlock: Master of the Arcane,PC,Strategy,2012-05-08,71,10.0,95
CRUSH3D,3DS,Action,2012-03-06,71,4.0,97
Fractured Soul,3DS,Action,2012-09-13,70,4.0,91
Assassin's Creed III: Liberation,VITA,Action Adventure,2012-10-30,70,3.0,90
New Little King's Story,VITA,Strategy,2012-10-02,70,10.0,90
Aero Porter,3DS,Simulation,2012-11-29,70,14.0,89
Tom Clancy's Ghost Recon Phantoms,PC,Action,2012-08-15,70,4.0,92
Mario Tennis Open,3DS,Sports,2012-05-20,69,15.0,95
Gratuitous Tank Battles,PC,Strategy,2012-05-17,69,10.0,95
Ninja Gaiden 3: Razor's Edge,WIIU,Action,2012-11-18,69,4.0,89
Risen 2: Dark Waters,PC,General,2012-04-24,69,40.0,96
Of Orcs and Men,PC,Role-Playing,2012-10-11,69,5.0,90
Heroes of Ruin,3DS,Action,2012-07-17,69,4.0,93
Touch My Katamari,VITA,Action,2012-02-21,69,4.0,98
Megabyte Punch,PC,Adventure,2012-05-14,69,3.0,95
Syndicate (2012),PC,Action,2012-02-21,69,4.0,98
Liberation Maiden,3DS,General,2012-10-25,69,40.0,90
Home,PC,Action Adventure,2012-06-01,69,3.0,94
Shad'O,PC,Strategy,2012-09-04,68,10.0,91
FIFA Manager 13,PC,Sports,2012-10-25,68,15.0,90
Alien Breed (PS Mobile),VITA,Action,2012-11-14,68,4.0,89
Binary Domain,PC,Action,2012-04-27,68,4.0,96
Pro Cycling Manager Season 2012: Le Tour de France,PC,Sports,2012-06-22,68,15.0,94
Primal Carnage,PC,Action,2012-10-29,67,4.0,90
Dynasty Warriors Next,VITA,Action,2012-02-21,67,4.0,98
Code of Princess,3DS,Role-Playing,2012-10-09,67,5.0,90
Uncharted: Fight for Fortune,VITA,Strategy,2012-12-04,67,10.0,88
Secret Files 3,PC,Adventure,2012-09-13,67,3.0,91
The Sims 3: Showtime,PC,Simulation,2012-03-06,67,14.0,97
I Am Alive,PC,Action Adventure,2012-09-06,66,3.0,91
Just Dance 4,WIIU,Action,2012-11-18,66,4.0,89
Ragnarok Odyssey,VITA,Role-Playing,2012-10-30,66,5.0,90
The Elder Scrolls V: Skyrim - Dawnguard,PC,Role-Playing,2012-08-02,66,5.0,92
Mario & Sonic at the London 2012 Olympic Games,3DS,Sports,2012-02-14,66,15.0,98
King Arthur II: The Role-Playing Wargame,PC,Role-Playing,2012-01-27,66,5.0,99
Sniper Elite V2,PC,Action,2012-04-30,66,4.0,96
F1 2011,VITA,Driving,2012-02-15,66,1.0,98
Forge,PC,Action,2012-12-04,65,4.0,88
Yesterday,PC,Adventure,2012-03-22,65,3.0,97
Dillon's Rolling Western,3DS,Action,2012-02-22,65,4.0,98
Choplifter HD,PC,Action,2012-01-11,65,4.0,99
Gotham City Impostors,PC,Action,2012-02-07,65,4.0,98
Naval War: Arctic Circle,PC,Strategy,2012-04-10,64,10.0,96
Ravaged,PC,Action,2012-10-17,64,4.0,90
Microsoft Flight,PC,Simulation,2012-02-29,64,14.0,98
Tekken 3D Prime Edition,3DS,Action,2012-02-14,64,4.0,98
Painkiller: Hell & Damnation,PC,Action,2012-10-31,64,4.0,90
LEGO Harry Potter: Years 5-7,VITA,Action Adventure,2012-03-06,64,3.0,97
Warriors Orochi 3 Hyper,WIIU,Action,2012-11-18,64,4.0,89
Guns of Icarus Online,PC,Action,2012-10-29,64,4.0,90
UEFA Euro 2012,PC,Sports,2012-04-24,64,15.0,96
Chasing Aurora,WIIU,Action,2012-11-18,64,4.0,89
Hell Yeah! Wrath of the Dead Rabbit,PC,Action,2012-10-03,64,4.0,90
Disney Epic Mickey: The Power of Illusion,3DS,Action,2012-11-18,63,4.0,89
Pid,PC,Action,2012-10-31,63,4.0,90
Cargo Commander,PC,Action,2012-11-01,63,4.0,89
Galaxy On Fire 2 Full HD,PC,Simulation,2012-08-21,63,14.0,92
Jagged Alliance: Crossfire,PC,Strategy,2012-08-24,63,10.0,92
ModNation Racers: Road Trip,VITA,Driving,2012-02-07,62,1.0,98
Angry Birds Trilogy,3DS,Action,2012-09-25,62,4.0,91
Orgarhythm,VITA,Action,2012-10-23,62,4.0,90
Pineapple Smash Crew,PC,Action,2012-02-02,62,4.0,98
Death Rally (2012),PC,Driving,2012-08-03,62,1.0,92
Jagged Alliance: Back in Action,PC,Strategy,2012-02-08,62,10.0,98
Fun! Fun! Minigolf TOUCH!,3DS,Sports,2012-03-08,61,15.0,97
Mutant Mudds,PC,Action,2012-08-30,61,4.0,92
StarDrone Extreme,VITA,Action,2012-02-22,61,4.0,98
A Game of Dwarves,PC,Strategy,2012-10-23,60,10.0,90
SiNG Party,WIIU,Action,2012-11-18,60,4.0,89
Resistance: Burning Skies,VITA,Action,2012-05-29,60,4.0,95
Carrier Command: Gaea Mission,PC,Adventure,2012-09-28,60,3.0,91
Doom 3 BFG Edition,PC,Action,2012-10-15,59,4.0,90
Skylanders Giants,3DS,Action,2012-10-21,59,4.0,90
Lucius,PC,Action Adventure,2012-10-26,59,3.0,90
Gas Guzzlers: Combat Carnage,PC,Driving,2012-05-18,58,1.0,95
Silent Hill: Book of Memories,VITA,Action Adventure,2012-10-16,58,3.0,90
Defenders of Ardania,PC,Strategy,2012-03-14,58,10.0,97
Game of Thrones,PC,Role-Playing,2012-05-15,58,5.0,95
SOL: Exodus,PC,Action,2012-01-25,57,4.0,99
Michael Jackson The Experience HD,VITA,Action,2012-02-15,57,4.0,98
FIFA Soccer 13,VITA,Sports,2012-09-25,57,15.0,91
Sumioni: Demon Arts,VITA,Role-Playing,2012-03-20,57,5.0,97
Army Corps of Hell,VITA,Strategy,2012-02-21,57,10.0,98
Men of War: Condemned Heroes,PC,Strategy,2012-04-12,57,10.0,96
Tiny Troopers,PC,Action,2012-08-24,57,4.0,92
Little Deviants,VITA,Action,2012-02-15,57,4.0,98
Da New Guys: Day of the Jackass,PC,Adventure,2012-02-29,56,3.0,98
Transformers Prime: The Game,WIIU,Action,2012-11-18,56,4.0,89
Anna,PC,Adventure,2012-07-11,55,3.0,93
Shinobido 2: Revenge of Zen,VITA,Action Adventure,2012-02-21,55,3.0,98
Iron Front: Liberation 1944,PC,Strategy,2012-05-25,55,10.0,95
Medal of Honor: Warfighter,PC,Action,2012-10-23,55,4.0,90
SpellForce 2: Faith in Destiny,PC,Role-Playing,2012-06-19,55,5.0,94
Port Royale 3: Pirates and Merchants,PC,Strategy,2012-05-04,54,10.0,95
The Political Machine 2012,PC,Strategy,2012-07-31,54,10.0,93
Reality Fighters,VITA,Action,2012-03-13,54,4.0,97
Pokemon Dream Radar,3DS,Action,2012-10-07,54,4.0,90
LEGO The Lord of the Rings,VITA,Action Adventure,2012-10-30,54,3.0,90
Spirit Camera: The Cursed Memoir,3DS,Action Adventure,2012-04-13,54,3.0,96
A Valley Without Wind,PC,Action Adventure,2012-04-24,54,3.0,96
Gemini Wars,PC,Strategy,2012-06-08,53,10.0,94
Krater,PC,Role-Playing,2012-06-12,52,5.0,94
Miner Wars 2081,PC,Action,2012-11-28,52,4.0,89
Bird Mania 3D,3DS,Action,2012-05-03,51,4.0,95
Spy Hunter,VITA,Driving,2012-10-09,51,1.0,90
Confrontation,PC,Strategy,2012-04-04,51,10.0,96
Funky Barn,WIIU,Simulation,2012-11-18,50,14.0,89
Tryst,PC,Strategy,2012-09-14,50,10.0,91
Marvel Avengers: Battle for Earth,WIIU,Action,2012-12-04,50,4.0,88
Planet Crashers (3DSWare),3DS,Role-Playing,2012-07-26,50,5.0,93
Dungeon Hunter: Alliance,VITA,Role-Playing,2012-02-15,49,5.0,98
One Piece: Unlimited Cruise SP 2,3DS,Action,2012-07-27,49,4.0,93
Asphalt: Injection,VITA,Driving,2012-02-15,49,1.0,98
Iron Sky: Invasion,PC,Action,2012-12-13,49,4.0,88
Ace of Spades,PC,Action,2012-12-12,49,4.0,88
Cannon Fodder 3,PC,Strategy,2012-02-09,49,10.0,98
Resident Evil: Operation Raccoon City,PC,Action,2012-05-18,48,4.0,95
One Piece: Unlimited Cruise SP,3DS,Action,2012-02-10,46,4.0,98
Tank! Tank! Tank!,WIIU,Action,2012-11-18,45,4.0,89
Chronovolt,VITA,Puzzle,2012-12-31,44,7.0,88
Johnny Kung Fu,3DS,Action,2012-07-12,44,4.0,93
Cortex Command,PC,Action,2012-09-28,44,4.0,91
Ridge Racer,VITA,Driving,2012-03-13,44,1.0,97
Ben 10: Omniverse,WIIU,Role-Playing,2012-11-18,43,5.0,89
7554,PC,Action,2012-07-20,41,4.0,93
Deep Black: Reloaded,PC,Action,2012-04-18,39,4.0,96
RollerCoaster Tycoon 3D,3DS,Strategy,2012-10-16,39,10.0,90
Realms of Ancient War,PC,Action Adventure,2012-10-04,39,3.0,90
Orion: Dino Horde,PC,Action,2012-05-04,36,4.0,95
Legends of Pegasus,PC,Simulation,2012-08-10,36,14.0,92
Call of Duty: Black Ops Declassified,VITA,Shooter,2012-11-13,33,2.0,89
ESPN Sports Connection,WIIU,Sports,2012-11-13,31,15.0,89
Hoodwink,PC,Adventure,2012-06-28,29,3.0,94
Fray,PC,Strategy,2012-02-08,27,10.0,98
Infestation: Survivor Stories (The War Z),PC,Massively Multiplayer Online,2012-10-15,20,59.0,90
BioShock Infinite,PC,Action,2013-03-25,94,4.0,85
Super Mario 3D World,WIIU,Platformer,2013-11-22,93,83.0,77
Fire Emblem: Awakening,3DS,Strategy,2013-02-04,92,10.0,86
The Legend of Zelda: A Link Between Worlds,3DS,Action RPG,2013-11-22,91,5.0,77
flower,PS4,General,2013-11-15,91,40.0,77
The Legend of Zelda: The Wind Waker HD,WIIU,Action Adventure,2013-09-20,90,3.0,79
Dota 2,PC,General,2013-07-09,90,40.0,81
Rocksmith 2014 Edition,PC,Action,2013-10-22,89,4.0,78
Spelunky,VITA,Action,2013-08-27,88,4.0,80
Deus Ex: Human Revolution - Director's Cut,WIIU,Action Adventure,2013-10-22,88,3.0,78
Crusader Kings II: The Old Gods,PC,Strategy,2013-05-28,88,10.0,83
Pokemon Y,3DS,Role-Playing,2013-10-12,88,5.0,78
The Stanley Parable,PC,Action,2013-10-17,88,4.0,78
Guacamelee! Gold Edition,PC,Action,2013-08-08,88,4.0,80
Animal Crossing: New Leaf,3DS,Simulation,2013-06-09,88,14.0,82
Pokemon X,3DS,Role-Playing,2013-10-12,87,5.0,78
Guacamelee!,VITA,Action,2013-04-09,87,4.0,84
Tearaway,VITA,General,2013-11-22,87,40.0,77
FIFA 14,PS4,Sports,2013-11-12,87,15.0,77
Europa Universalis IV,PC,Strategy,2013-08-13,87,10.0,80
Pikmin 3,WIIU,Strategy,2013-08-04,87,10.0,80
Velocity Ultra,VITA,Action,2013-07-02,87,4.0,81
Pac-Man Championship Edition DX +,PC,Action,2013-09-24,86,4.0,79
Out of the Park Baseball 14,PC,Sports,2013-04-15,86,15.0,84
Saints Row IV,PC,Action Adventure,2013-08-19,86,3.0,80
Need for Speed: Most Wanted U,WIIU,Driving,2013-03-19,86,1.0,85
Starcraft II: Heart of the Swarm,PC,Strategy,2013-03-12,86,10.0,85
Tomb Raider,PC,Action Adventure,2013-03-04,86,3.0,85
Luigi's Mansion: Dark Moon,3DS,Action Adventure,2013-03-24,86,3.0,85
Path of Exile,PC,Action RPG,2013-01-25,86,5.0,87
NBA 2K14,PS4,Sports,2013-11-12,85,15.0,77
Hotline Miami,VITA,Action,2013-06-25,85,4.0,82
Dust: An Elysian Tail,PC,Role-Playing,2013-05-24,85,5.0,83
DmC: Devil May Cry,PC,Action,2013-01-24,85,4.0,87
The Wolf Among Us: Episode 1 - Faith,PC,Action Adventure,2013-10-11,85,3.0,78
Football Manager 2014,PC,Sports,2013-10-30,85,15.0,78
Sid Meier's Civilization V: Brave New World,PC,Strategy,2013-07-08,85,10.0,81
Trials Evolution: Gold Edition,PC,Driving,2013-03-21,85,1.0,85
Terraria,VITA,Action,2013-12-17,85,4.0,76
"Papers, Please",PC,Adventure,2013-08-08,85,3.0,80
Mass Effect 3: Citadel,PC,Role-Playing,2013-03-05,84,5.0,85
Etrian Odyssey IV: Legends of the Titan,3DS,Role-Playing,2013-02-26,84,5.0,86
Resogun,PS4,Shooter,2013-11-15,84,2.0,77
Mutant Mudds Deluxe,WIIU,Action,2013-06-13,84,4.0,82
PixelJunk Monsters: Ultimate HD,VITA,Strategy,2013-07-30,84,10.0,81
Trine 2: Complete Story,PS4,Platformer,2013-11-15,84,83.0,77
Donkey Kong Country Returns 3D,3DS,Action,2013-05-24,83,4.0,83
Shin Megami Tensei IV,3DS,Role-Playing,2013-07-16,83,5.0,81
Assassin's Creed IV: Black Flag,PS4,Action Adventure,2013-11-12,83,3.0,77
Bit.Trip Presents...Runner2: Future Legend of Rhythm Alien,VITA,Action,2013-12-17,83,4.0,76
Final Fantasy XIV Online: A Realm Reborn,PC,Role-Playing,2013-08-27,83,5.0,80
Card Hunter (2013),PC,Strategy,2013-09-12,83,10.0,79
Starseed Pilgrim,PC,Simulation,2013-04-16,83,14.0,84
Monaco: What's Yours Is Mine,PC,Adventure,2013-04-24,83,3.0,84
Valdis Story: Abyssal City,PC,Action,2013-09-08,83,4.0,79
Kentucky Route Zero - Act II,PC,Adventure,2013-05-31,82,3.0,83
Tom Clancy's Splinter Cell: Blacklist,PC,Action Adventure,2013-08-20,82,3.0,80
The Pinball Arcade,PS4,Action,2013-12-17,82,4.0,76
Gunman Clive,3DS,Action,2013-01-03,82,4.0,87
Metro: Last Light,PC,Action,2013-05-13,82,4.0,83
Rising Storm,PC,Action,2013-05-30,82,4.0,83
ZEN Pinball 2,PS4,Action,2013-12-24,82,4.0,76
Battlefield 4,PC,Action,2013-10-29,81,4.0,78
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,Adventure,2013-10-24,81,3.0,78
Kentucky Route Zero - Act I,PC,Adventure,2013-01-07,81,3.0,87
Castlevania: Lords of Shadow Ultimate Edition,PC,Action Adventure,2013-08-27,81,3.0,80
Mario & Luigi: Dream Team,3DS,Role-Playing,2013-08-11,81,5.0,80
Victoria II: Heart of Darkness,PC,Strategy,2013-04-16,81,10.0,84
Far Cry 3: Blood Dragon,PC,Action,2013-05-01,81,4.0,83
Mortal Kombat Komplete Edition,PC,Action,2013-07-03,81,4.0,81
GRID 2,PC,Driving,2013-05-27,80,1.0,83
Etrian Odyssey Untold: The Millennium Girl,3DS,Role-Playing,2013-10-01,80,5.0,78
Dishonored: The Brigmore Witches,PC,Action Adventure,2013-08-13,80,3.0,80
Injustice: Gods Among Us - Ultimate Edition,PS4,Action,2013-11-12,80,4.0,77
Goodbye Deponia,PC,Adventure,2013-10-17,80,3.0,78
Brutal Legend,PC,Action,2013-02-26,80,4.0,86
Dishonored: The Knife of Dunwall,PC,Action Adventure,2013-04-16,80,3.0,84
Company of Heroes 2,PC,Strategy,2013-06-25,80,10.0,82
The Sims 3: Into the Future,PC,Simulation,2013-10-22,80,14.0,78
Fallen Enchantress: Legendary Heroes,PC,Strategy,2013-05-22,80,10.0,83
Naruto Shippuden: Ultimate Ninja Storm 3 Full Burst,PC,Action,2013-10-24,80,4.0,78
Wargame: AirLand Battle,PC,Strategy,2013-05-29,80,10.0,83
Dead or Alive 5 Plus,VITA,Action,2013-03-19,80,4.0,85
The Walking Dead: Season Two - A Telltale Games Series,PC,Action,2013-12-17,80,4.0,76
The Wolf Among Us,PC,Action Adventure,2013-10-11,80,3.0,78
Euro Truck Simulator 2,PC,Simulation,2013-01-16,79,14.0,87
Monster Hunter 3 Ultimate,3DS,Role-Playing,2013-03-19,79,5.0,85
Sang-Froid: Tales of Werewolves,PC,Action,2013-04-05,79,4.0,84
Edge,WIIU,General,2013-11-21,79,40.0,77
Call of Juarez: Gunslinger,PC,Action,2013-05-22,79,4.0,83
Memoria,PC,Adventure,2013-08-29,79,3.0,80
Don't Starve,PC,Action Adventure,2013-04-23,79,3.0,84
TrackMania 2 Valley,PC,Driving,2013-07-04,79,1.0,81
State of Decay,PC,Action Adventure,2013-11-05,79,3.0,77
The Walking Dead: Season Two Episode 1 - All That Remains,PC,General,2013-12-17,78,40.0,76
Muramasa Rebirth,VITA,Role-Playing,2013-06-25,78,5.0,82
DeadCore,PC,Action,2013-08-13,78,4.0,80
Teleglitch: Die More Edition,PC,Action,2013-07-24,78,4.0,81
LEGO Marvel Super Heroes,PC,Action Adventure,2013-10-22,78,3.0,78
Mario and Donkey Kong: Minis on the Move,3DS,Puzzle,2013-05-09,78,7.0,83
Stealth Inc: A Clone in the Dark,VITA,Action,2013-07-23,78,4.0,81
Dead Space 3,PC,Action,2013-02-05,78,4.0,86
The Wonderful 101,WIIU,Action,2013-09-15,78,4.0,79
Killzone: Mercenary,VITA,Action,2013-09-10,78,4.0,79
Baldur's Gate II: Enhanced Edition,PC,PC-style RPG,2013-11-15,78,5.0,77
Rune Factory 4,3DS,Role-Playing,2013-10-01,78,5.0,78
Thomas Was Alone,VITA,Action,2013-04-23,78,4.0,84
Samurai Gunn,PC,General,2013-12-10,78,40.0,76
The Walking Dead: 400 Days,PC,Action,2013-07-03,78,4.0,81
Dead Rising 3,XONE,General,2013-11-22,78,40.0,77
Battlefield 3: End Game,PC,Action,2013-03-26,78,4.0,85
Kokuga,3DS,Action,2013-06-27,77,4.0,82
Proteus,VITA,Adventure,2013-10-29,77,3.0,78
F1 2013,PC,Driving,2013-10-03,77,1.0,78
Expeditions: Conquistador,PC,Role-Playing,2013-05-30,77,5.0,83
LEGO Batman 2: DC Super Heroes,WIIU,Action Adventure,2013-05-21,77,3.0,83
Element4l,PC,Action,2013-05-24,77,4.0,83
Super Little Acorns 3D Turbo,3DS,Action,2013-04-18,77,4.0,84
Eldritch,PC,Action,2013-10-21,77,4.0,78
Sanctum 2,PC,Action,2013-05-15,77,4.0,83
Magic: Duels of the Planeswalkers 2014,PC,Strategy,2013-06-26,77,10.0,82
Ace Combat Assault Horizon: Enhanced Edition,PC,Action,2013-01-24,77,4.0,87
Angry Video Game Nerd Adventures,PC,Action,2013-09-20,77,4.0,79
Soul Sacrifice,VITA,Action,2013-04-30,77,4.0,84
Dragon's Crown,VITA,Action,2013-08-06,77,4.0,80
Cognition: An Erica Reed Thriller Episode 3 - The Oracle,PC,Adventure,2013-06-30,77,3.0,82
Risk of Rain,PC,General,2013-11-08,77,40.0,77
Dungeons & Dragons: Chronicles of Mystara,WIIU,Action,2013-09-05,77,4.0,79
Attack of the Friday Monsters! A Tokyo Tale,3DS,Action,2013-07-18,77,4.0,81
New Super Luigi U,WIIU,Action,2013-06-20,77,4.0,82
Knytt Underground,WIIU,Action,2013-12-19,76,4.0,76
Crysis 3,PC,Action,2013-02-19,76,4.0,86
Total War: Rome II,PC,Strategy,2013-09-02,76,10.0,79
Volgarr the Viking,PC,Action,2013-09-13,76,4.0,79
Divinity: Dragon Commander,PC,Role-Playing,2013-08-06,76,5.0,80
The Denpa Men 2: Beyond the Waves,3DS,Role-Playing,2013-05-30,76,5.0,83
Rocketbirds: Hardboiled Chicken,VITA,Action,2013-02-12,76,4.0,86
Shadowrun Returns,PC,Role-Playing,2013-07-25,76,5.0,81
Disney DuckTales Remastered,WIIU,Action,2013-08-13,76,4.0,80
ShootMania Storm,PC,Action,2013-04-10,76,4.0,84
Borderlands 2: Sir Hammerlock's Big Game Hunt,PC,Action,2013-01-15,75,4.0,87
Need for Speed: Rivals,XONE,Driving,2013-11-22,75,1.0,77
Sly Cooper: Thieves in Time,VITA,Action Adventure,2013-02-05,75,3.0,86
Star Conflict,PC,Action,2013-02-27,75,4.0,86
Anodyne,PC,Adventure,2013-02-04,75,3.0,86
MLB 13: The Show,VITA,Sports,2013-03-05,75,15.0,85
The Night of the Rabbit,PC,Adventure,2013-05-28,75,3.0,83
Cloudberry Kingdom,WIIU,Action,2013-08-01,75,4.0,80
Hakuoki: Memories of the Shinsengumi,3DS,General,2013-09-19,75,40.0,79
Beatbuddy: Tale of the Guardians,PC,General,2013-08-06,75,40.0,80
Atelier Meruru Plus: The Apprentice of Arland,VITA,Role-Playing,2013-10-01,74,5.0,78
Batman: Arkham Origins,PC,Action Adventure,2013-10-24,74,3.0,78
Insurgency,PC,Shooter,2013-03-01,74,2.0,85
The Raven: Legacy of a Master Thief,PC,Adventure,2013-07-23,74,3.0,81
Nano Assault EX,3DS,Action,2013-03-07,74,4.0,85
Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,Role-Playing,2013-04-16,74,5.0,84
Bit.Trip Fate,PC,Action,2013-07-11,74,4.0,81
Eador: Masters of the Broken World,PC,Strategy,2013-04-19,74,10.0,84
Pro Evolution Soccer 2014,PC,Sports,2013-11-12,74,15.0,77
Arma 3,PC,Simulation,2013-03-05,74,14.0,85
Killzone: Shadow Fall,PS4,Shooter,2013-11-15,73,2.0,77
Paper Sorcerer,PC,General,2013-11-02,73,40.0,77
The Sims 3: Island Paradise,PC,Simulation,2013-06-25,73,14.0,82
HarmoKnight,3DS,Action,2013-03-28,73,4.0,85
PixelJunk Shooter,PC,Action,2013-11-11,73,4.0,77
Worms Clan Wars,PC,Strategy,2013-08-15,73,10.0,80
Mighty Switch Force! 2,3DS,Action,2013-06-13,73,4.0,82
Killer Instinct,XONE,Action,2013-11-22,73,4.0,77
Madden NFL 25,XONE,Sports,2013-11-19,73,15.0,77
Fist Puncher,PC,Action,2013-06-21,73,4.0,82
Wii Fit U,WIIU,Sports,2013-11-01,72,15.0,77
Castlevania: Lords of Shadow - Mirror of Fate,3DS,Action Adventure,2013-03-05,72,3.0,85
Just Dance 2014,WIIU,Action,2013-10-08,72,4.0,78
The Sims 3: University Life,PC,Simulation,2013-03-05,72,14.0,85
Aarklash: Legacy,PC,Strategy,2013-09-12,72,10.0,79
Cognition: An Erica Reed Thriller Episode 2 - The Wise Monkey,PC,Adventure,2013-01-30,72,3.0,87
Inazuma Eleven 3: Bomb Blast,3DS,Sports,2013-09-27,72,15.0,79
Amnesia: A Machine for Pigs,PC,Action Adventure,2013-09-10,72,3.0,79
FORCED,PC,Role-Playing,2013-10-24,72,5.0,78
Cities in Motion 2,PC,Simulation,2013-04-02,72,14.0,84
Open Me!,VITA,Action,2013-08-13,72,4.0,80
The Cave,WIIU,Action,2013-01-22,72,4.0,87
PixelJunk Monsters: Ultimate,PC,Strategy,2013-08-26,72,10.0,80
Assassin's Creed IV: Black Flag - Freedom Cry,PS4,Action Adventure,2013-12-18,71,3.0,76
Surgeon Simulator 2013,PC,Simulation,2013-04-19,71,14.0,84
The Typing of the Dead: Overkill,PC,Action,2013-10-29,71,4.0,78
Disney Infinity,WIIU,Action Adventure,2013-08-18,71,3.0,80
March of the Eagles,PC,Strategy,2013-02-18,71,10.0,86
Sid Meier's Ace Patrol,PC,Strategy,2013-08-27,71,10.0,80
Lilly Looking Through,PC,Adventure,2013-11-01,71,3.0,77
Ikachan,3DS,Action,2013-01-31,71,4.0,87
Naruto Powerful Shippuden,3DS,Action,2013-03-05,71,4.0,85
Battle Worlds: Kronos,PC,Strategy,2013-11-04,71,10.0,77
Papo & Yo,PC,Adventure,2013-04-18,70,3.0,84
Leviathan: Warships,PC,Strategy,2013-04-28,70,10.0,84
BioShock Infinite: Burial at Sea - Episode One,PC,Action,2013-11-12,70,4.0,77
Cognition: An Erica Reed Thriller Episode 4 - The Cain Killer,PC,Adventure,2013-09-19,70,3.0,79
Democracy 3,PC,Strategy,2013-10-14,70,10.0,78
Inazuma Eleven 3: Lightning Bolt,3DS,Sports,2013-09-27,70,15.0,79
Project X Zone,3DS,Strategy,2013-06-25,70,10.0,82
Retrovirus,PC,Action,2013-01-31,70,4.0,87
Enslaved: Odyssey to the West,PC,Action Adventure,2013-10-24,70,3.0,78
Richard & Alice,PC,General,2013-02-21,70,40.0,86
Ironclad Tactics,PC,Strategy,2013-09-18,69,10.0,79
Broken Sword 5: The Serpents' Curse - Part I,PC,General,2013-12-04,69,40.0,76
Real Boxing,VITA,Sports,2013-09-17,69,15.0,79
World of Warplanes,PC,Action,2013-11-13,69,4.0,77
Brain Age: Concentration Training,3DS,Edutainment,2013-02-10,69,34.0,86
Thunder Wolves,PC,Action,2013-05-15,69,4.0,83
Shelter,PC,Adventure,2013-08-28,69,3.0,80
Call of Duty: Ghosts,PC,Action,2013-11-04,68,4.0,77
Blackguards,PC,General,2013-11-06,68,40.0,77
Earth Defense Force 2017 Portable,VITA,Action,2013-01-08,68,4.0,87
AiRace Speed,3DS,Driving,2013-09-19,68,1.0,79
Star Wars Pinball,3DS,Action,2013-09-19,68,4.0,79
Wii Sports Club,WIIU,Sports,2013-11-07,68,15.0,77
The Cave (2013),PC,Action,2013-01-23,68,4.0,87
Scribblenauts Unmasked: A DC Comics Adventure,PC,Puzzle,2013-09-24,68,7.0,79
Game Dev Tycoon,PC,Strategy,2013-04-28,68,10.0,84
Age of Empires II: HD Edition,PC,Strategy,2013-04-09,68,10.0,84
MechWarrior Online,PC,Action,2013-09-17,68,4.0,79
Dillon's Rolling Western: The Last Ranger,3DS,Action,2013-04-11,68,4.0,84
Skylanders Swap Force,3DS,Action,2013-10-13,68,4.0,78
Pandora: First Contact,PC,Strategy,2013-11-14,68,10.0,77
Rise of the Triad,PC,Action,2013-07-31,67,4.0,81
Worms Revolution Extreme,VITA,Strategy,2013-10-08,67,10.0,78
KickBeat,VITA,Action,2013-09-03,67,4.0,79
The Showdown Effect,PC,Action,2013-03-05,67,4.0,85
Men's Room Mayhem,VITA,Action,2013-05-21,67,4.0,83
Dungeonland,PC,Action,2013-01-29,67,4.0,87
Jak and Daxter Collection,VITA,Action,2013-06-18,67,4.0,82
Oozi: Earth Adventure,PC,Action,2013-12-05,66,4.0,76
The Bureau: XCOM Declassified,PC,Action,2013-08-19,66,4.0,80
Doki-Doki Universe,VITA,General,2013-12-10,66,40.0,76
Rise of Venice,PC,Strategy,2013-09-27,66,10.0,79
Strike Suit Infinity,PC,Action,2013-04-30,66,4.0,84
The Yawhg,PC,Adventure,2013-06-14,66,3.0,82
Might & Magic: Heroes VI - Shades of Darkness,PC,Strategy,2013-05-02,66,10.0,83
Ninja Gaiden Sigma 2 Plus,VITA,Action Adventure,2013-02-26,66,3.0,86
Strike Suit Zero,PC,Action,2013-01-23,66,4.0,87
Unchained Blades,3DS,Role-Playing,2013-01-03,65,5.0,87
Remember Me,PC,Action Adventure,2013-06-03,65,3.0,82
The Raven: Legacy of a Master Thief - A Murder of Ravens,PC,Adventure,2013-09-24,65,3.0,79
Sorcery Saga: The Curse of the Great Curry God,VITA,Role-Playing,2013-12-10,65,5.0,76
Kung Fu Rabbit,WIIU,Action,2013-05-02,65,4.0,83
Blood of the Werewolf,PC,Action,2013-10-28,65,4.0,78
Powerstar Golf,XONE,Arcade,2013-11-22,65,11.0,77
Super Motherload,PS4,General,2013-11-15,65,40.0,77
Defiance,PC,Massively Multiplayer Online,2013-04-02,64,59.0,84
Tiny Brains,PS4,Action,2013-12-03,64,4.0,76
The Mighty Quest for Epic Loot,PC,Action Adventure,2013-06-10,64,3.0,82
Dusty Revenge,PC,Action,2013-07-08,64,4.0,81
Pressure,PC,Action,2013-03-26,64,4.0,85
